job_id,job_role,company,experience,salary,location,rating,reviews,responsibilities,posted_on,job_link,company_link,job_description,tags,company_logo_url
130624501541,Customer Service - Sales - Housing,Tata Capital,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.1,2794  Reviews,"Compliance,Customer satisfaction,Service sales,Customer service,Vendor,Sales promotion,Auditing,Housing",2 Days Ago,https://www.naukri.com/job-listings-customer-service-sales-housing-tata-capital-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-130624501541,https://www.naukri.com/tata-capital-jobs-careers-246425,Graduate in any discipline . Identify target areas for prospective business . Pre-scree...,"Compliance, Customer satisfaction, Service sales, Customer service, Vendor, Sales promotion, Auditing, Housing",https://img.naukimg.com/logo_images/groups/v1/172058.gif
130624500950,LEAD ENGINEER - APPS&DRIVERS - RTOS,Sasken Technologies,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.5,384  Reviews,"RTOS,VXWorks,C++,JTAG,Coding,Manager Technology,Design development,QNX",2 Days Ago,https://www.naukri.com/job-listings-lead-engineer-apps-drivers-rtos-sasken-communication-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-130624500950,https://www.naukri.com/sasken-technologies-jobs-careers-20343,Responsible for requirement analysis and feasibility study including system level work ...,"RTOS, VXWorks, C++, JTAG, Coding, Manager Technology, Design development, QNX",https://img.naukimg.com/logo_images/groups/v1/22056.gif
130624500949,ARCHITECT - APP F/W&MW-LINUX,Sasken Technologies,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.5,384  Reviews,"Trade,C++,Linux,GDB,Embedded Linux,Architectural design,Telephony,Design development",2 Days Ago,https://www.naukri.com/job-listings-architect-app-f-w-mw-linux-sasken-communication-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-10-years-130624500949,https://www.naukri.com/sasken-technologies-jobs-careers-20343,"Engineering graduate, MCA, etc Experience Person demonstrates the ability to analyse an...","Trade, C++, Linux, GDB, Embedded Linux, Architectural design, Telephony, Design development",https://img.naukimg.com/logo_images/groups/v1/22056.gif
130624500584,Expert Systems Engineer,"Allscripts(India) LLP, ultimately a subsidiary of Altera Digital Health Inc.,[Altera India]",6-11 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.1,581  Reviews,"GIT,Operational excellence,UML,Enterprise architecture,Project management,Information security,Packaging,Healthcare",2 Days Ago,https://www.naukri.com/job-listings-expert-systems-engineer-allscripts-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-11-years-130624500584,https://www.naukri.com/allscripts-india-ultimately-a-subsidiary-of-altera-digital-health-altera-india-jobs-careers-757991,Active Salesforce certifications required: Application Architect . Knowledge and experi...,"GIT, Operational excellence, UML, Enterprise architecture, Project management, Information security, Packaging, Healthcare",
100624502490,Consultant,Trendence,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,,"Front end,Data management,Debugging,Javascript,Performance testing,Troubleshooting,Data mining,SDLC",5 Days Ago,https://www.naukri.com/job-listings-consultant-trendence-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-100624502490,https://www.naukri.com/trendence-jobs-careers-124082120,Experience level 2 to 5 years Experience with responsive user interface designExperienc...,"Front end, Data management, Debugging, Javascript, Performance testing, Troubleshooting, Data mining, SDLC",
100624501942,Associate Support Consultant,"Allscripts(India) LLP, ultimately a subsidiary of Altera Digital Health Inc.,[Altera India]",0-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.1,581  Reviews,"Windows active directory,Networking,Finance,Cloud,Troubleshooting,US healthcare,international clients,Support Associate",5 Days Ago,https://www.naukri.com/job-listings-associate-support-consultant-allscripts-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-100624501942,https://www.naukri.com/allscripts-india-ultimately-a-subsidiary-of-altera-digital-health-altera-india-jobs-careers-757991,Successful completion of a bachelor s degree or relevant Technical / Business Experienc...,"Windows active directory, Networking, Finance, Cloud, Troubleshooting, US healthcare, international clients, Support Associate",
070624005253,Guest Service Associate,Hindustan Recruitment,1-3 Yrs,3-4 Lacs PA,"Kolkata, Hyderabad, Pune, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",,,"Hospitality,Sales,Hotel Sales,Guest Relations,Guest service,Relationship,Hotel,Guest",8 Days Ago,https://www.naukri.com/job-listings-guest-service-associate-hindustan-recruitment-kolkata-hyderabad-pune-chennai-bengaluru-delhi-ncr-mumbai-all-areas-1-to-3-years-070624005253,https://www.naukri.com/hindustan-recruitment-jobs-careers-6696447,Need good hotel sales experience Min 1 yr Hospitality exp Salary: upto 35k ctc + incent...,"Hospitality, Sales, Hotel Sales, Guest Relations, Guest service, Relationship, Hotel, Guest",
060624501687,Senior Software Statistician,Cytel,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.2,48  Reviews,"Software testing,Data analysis,Pharma,Consulting,Clinical trials,clinical development,Healthcare,Life sciences",9 Days Ago,https://www.naukri.com/job-listings-senior-software-statistician-cytel-statistical-software-services-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-060624501687,https://www.naukri.com/cytel-jobs-careers-1885714,Actively discuss requirements and help the team develop a good understanding of related...,"Software testing, Data analysis, Pharma, Consulting, Clinical trials, clinical development, Healthcare, Life sciences",https://img.naukimg.com/logo_images/groups/v1/4589451.gif
060624500125,Angular Developer,Photon,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.0,1350  Reviews,"rest,css,web services,user interface designing,ui development,internet applications,product analysis,bootstrap",9 Days Ago,https://www.naukri.com/job-listings-angular-developer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-060624500125,https://www.naukri.com/photon-jobs-careers-6946,Photon Infotech P Ltd is looking for Angular Developer to join our dynamic team and emb...,"rest, css, web services, user interface designing, ui development, internet applications, product analysis, bootstrap",https://img.naukimg.com/logo_images/groups/v1/4619011.gif
050624502645,Senior Mobile Development Lead,Photon,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.0,1350  Reviews,"android application,Version control,GIT,Mobile development,Coding,Development Lead,android studio,Programming",10 Days Ago,https://www.naukri.com/job-listings-senior-mobile-development-lead-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-050624502645,https://www.naukri.com/photon-jobs-careers-6946,Proven experience in iOS and Android app development for consumer-facing applications ....,"android application, Version control, GIT, Mobile development, Coding, Development Lead, android studio, Programming",https://img.naukimg.com/logo_images/groups/v1/4619011.gif
050624502641,Microservices Lead,Photon,5-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.0,1350  Reviews,"JMS,Service level,Testing tools,GCP,Postgresql,Agile,JDBC,Operations",10 Days Ago,https://www.naukri.com/job-listings-microservices-lead-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-9-years-050624502641,https://www.naukri.com/photon-jobs-careers-6946,". Must have a good understanding of Database basics to query, index and measure perform...","JMS, Service level, Testing tools, GCP, Postgresql, Agile, JDBC, Operations",https://img.naukimg.com/logo_images/groups/v1/4619011.gif
050624502638,Full Stack Development Lead,Photon,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.0,1350  Reviews,"Application integration,Solution design,Design Architect,Architecture,RDBMS,Enterprise applications,Development Lead,High level design",10 Days Ago,https://www.naukri.com/job-listings-full-stack-development-lead-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-050624502638,https://www.naukri.com/photon-jobs-careers-6946,. Should have exposure to Banking finance domainCandidates having prior experience in P...,"Application integration, Solution design, Design Architect, Architecture, RDBMS, Enterprise applications, Development Lead, High level design",https://img.naukimg.com/logo_images/groups/v1/4619011.gif
050624501993,Senior Statistical programmer,Cytel,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.2,48  Reviews,"Operations research,Data migration,QMS,Standard operating procedures,Programming,Life sciences,SAS Programming,HR",10 Days Ago,https://www.naukri.com/job-listings-senior-statistical-programmer-cytel-statistical-software-services-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-050624501993,https://www.naukri.com/cytel-jobs-careers-1885714,". Bachelors or Masterss degree in Computer Science, Statistics, or related health scien...","Operations research, Data migration, QMS, Standard operating procedures, Programming, Life sciences, SAS Programming, HR",https://img.naukimg.com/logo_images/groups/v1/4589451.gif
050624501775,Sr. Engineer (PROJECTS),Enviro Geosynthetics,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,,"erection,site execution,project management,mechanical engineering,engineering,autocad,construction management,civil engineering",10 Days Ago,https://www.naukri.com/job-listings-sr-engineer-projects-enviro-geosynthetics-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-050624501775,https://www.naukri.com/enviro-geosynthetics-jobs-careers-124233256,ENVIRO GEOSYNTHETICS PRIVATE LIMITED is looking for Sr. Engineer (PROJECTS) to join our...,"erection, site execution, project management, mechanical engineering, engineering, autocad, construction management, civil engineering",
050624500660,Technical Sales Senior Executive,"Drm, Dr. Mueller Ag",2-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,,"Basic,Chemical,Senior Executive,Pharma,Mechanical,Technical sales,Market research,PID",10 Days Ago,https://www.naukri.com/job-listings-technical-sales-senior-executive-drm-dr-mueller-ag-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-3-years-050624500660,https://www.naukri.com/drm-dr-mueller-ag-jobs-careers-503047,A graduate Chemical or Mechanical engineer with a minimum aggregate of 60%  Should have...,"Basic, Chemical, Senior Executive, Pharma, Mechanical, Technical sales, Market research, PID",
050624500641,Technical Lead,Axa Technology Services,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.1,6  Reviews,"Computer science,Solution architecture,Client servicing,Agile,Technical Lead,Application development,Business strategy,Analytics",10 Days Ago,https://www.naukri.com/job-listings-technical-lead-axa-technology-services-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-050624500641,https://www.naukri.com/axa-technology-services-jobs-careers-1617558,Perform deliverable reviews and manage measurement of deliverable quality.    ...,"Computer science, Solution architecture, Client servicing, Agile, Technical Lead, Application development, Business strategy, Analytics",https://img.naukimg.com/logo_images/groups/v1/4658703.gif
011023001899,Aviation Trainer,Dgito Technical Training Services,1-6 Yrs,3-8 Lacs PA,"Guwahati, Kochi/ Cochin, Kolkata, Hyderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",2.4,14  Reviews,"airport operations,Ground Staff Activities,Ticketing,Passenger Handling,Aviation,Ground Handling,IATA,Cabin Crew Activities",1 Day Ago,https://www.naukri.com/job-listings-aviation-trainer-dgito-technical-training-services-guwahati-kochi-cochin-kolkata-hyderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-1-to-6-years-011023001899,https://www.naukri.com/dgito-technical-training-services-jobs-careers-3776658,Classroom Instruction Simulator Training Practical Flight Training Aviation Safety Trai...,"airport operations, Ground Staff Activities, Ticketing, Passenger Handling, Aviation, Ground Handling, IATA, Cabin Crew Activities",
200424004834,Relationship Banking Head /Branch Manager - Top Bank,Gips Consultancy,11-17 Yrs,17-30 Lacs PA,"Kolkata, Pune, Bangalore Rural, Chennai, Delhi / NCR, Mumbai (All Areas)",,,"Retail Banking,Team Handling,Saving Account,Leadership,Portfolio Management,Cross Selling,Branch Management,Retail Liabilities",2 Days Ago,https://www.naukri.com/job-listings-relationship-banking-head-branch-manager-top-bank-gips-consultancy-kolkata-pune-bangalore-rural-chennai-delhi-ncr-mumbai-all-areas-11-to-17-years-200424004834,,RM head also open and will handle team of Wealth RM Responsible for including HNI custo...,"Retail Banking, Team Handling, Saving Account, Leadership, Portfolio Management, Cross Selling, Branch Management, Retail Liabilities",
130624008310,Java Backend Developer,Conviction Hr,5-10 Yrs,Not disclosed,"Hyderabad, Pune, Bangalore Rural, Delhi / NCR, Mumbai (All Areas)",,,"Java,Spring Boot,Microservices,Java Application Development,Backend,Development,Boot,Spring",2 Days Ago,https://www.naukri.com/job-listings-java-backend-developer-conviction-hr-hyderabad-pune-bangalore-rural-delhi-ncr-mumbai-all-areas-5-to-10-years-130624008310,https://www.naukri.com/conviction-hr-jobs-careers-7013039,"Role: Java Backend Developer Required Skillsets : Java, Springboot, Microservices Locat...","Java, Spring Boot, Microservices, Java Application Development, Backend, Development, Boot, Spring",
120624502072,Business Development,MBI Digital,7-12 Yrs,Not disclosed,"Mumbai, Hyderabad, New Delhi, Pune, Chennai, Bengaluru",3.8,7  Reviews,"Procurement,Health insurance,Operational excellence,Networking,Data management,Project management,Relationship building,Market research",3 Days Ago,https://www.naukri.com/job-listings-business-development-mbi-digital-mumbai-hyderabad-new-delhi-pune-chennai-bengaluru-7-to-12-years-120624502072,https://www.naukri.com/mbi-digital-jobs-careers-123510473,Candidates should be willing to overlap in the US EST time zone until 2:30 PM EST. Main...,"Procurement, Health insurance, Operational excellence, Networking, Data management, Project management, Relationship building, Market research",
310124011668,Manager Ad Ops_Advertising Agency_Immediate_Pan India,HR Central,4-8 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",,,"Ad Trafficking,Ad Operations,HTML,Campaign Set up,DCM,GTM,CM 360,Javascript",2 Days Ago,https://www.naukri.com/job-listings-manager-ad-ops-advertising-agency-immediate-pan-india-hr-central-pune-bengaluru-mumbai-all-areas-4-to-8-years-310124011668,https://www.naukri.com/hr-central-jobs-careers-739209,"Dear Candidate, Greetings from HR Central!Leading media investment company is looking ...","Ad Trafficking, Ad Operations, HTML, Campaign Set up, DCM, GTM, CM 360, Javascript",https://img.naukimg.com/logo_images/groups/v1/474854.gif
300921006429,Fashion Consultant || Retail Fashion Brand || Mumbai/Pune,Bridging Talents,0-5 Yrs,3-6 Lacs PA,"Pune, Bangalore/ Bengaluru, Mumbai (All Areas)",,,"Retail Sales,Customer Service,stores,Visual Merchandising,Fashion,Footwear,Customer care,store operations",Just Now,https://www.naukri.com/job-listings-fashion-consultant-retail-fashion-brand-mumbai-pune-bridging-talents-pune-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-300921006429,https://www.naukri.com/bridging-talents-jobs-careers-108566,* Focus on Sales * Interacting with customers * Reporting to Floor manager * Team manag...,"Retail Sales, Customer Service, stores, Visual Merchandising, Fashion, Footwear, Customer care, store operations",
250524003873,"Area Sales Manager / Home Loan / B2B (Builder Counters, Developers)",Bajaj Housing Finance,4-9 Yrs,Not disclosed,"Hyderabad, Pune, Mumbai (All Areas)",3.8,858  Reviews,"Home Loans,Housing Loan,Real Estate,BDM,Builders,Sales,Area sales management,Estate",8 Days Ago,https://www.naukri.com/job-listings-area-sales-manager-home-loan-b2b-builder-counters-developers-bajaj-housing-finance-hyderabad-pune-mumbai-all-areas-4-to-9-years-250524003873,https://www.naukri.com/bajaj-housing-finance-jobs-careers-4868912,Role & responsibilities  Managing channel partners to genrate business volumes. Build a...,"Home Loans, Housing Loan, Real Estate, BDM, Builders, Sales, Area sales management, Estate",https://img.naukimg.com/logo_images/groups/v1/4043792.gif
200524002906,PL SQL Teradata Developer,Compunnel,4-7 Yrs,9-12 Lacs PA,"Pune, Bangalore Rural, Mumbai (All Areas)",3.1,16  Reviews,"PLSQL,Teradata SQL,Teradata,Development,SQL",3 Days Ago,https://www.naukri.com/job-listings-pl-sql-teradata-developer-compunnel-pune-bangalore-rural-mumbai-all-areas-4-to-7-years-200524002906,https://www.naukri.com/compunnel-jobs-careers-258697,Expert in handling large volume datasets and should be able to deliver high-performance...,"PLSQL, Teradata SQL, Teradata, Development, SQL",https://www.naukri.com/hotjobs/images/v3/compunnelaug14.gif
190424011279,Hiring For Top Brand For EDC Veeva Programmer,Mascot E-services,4-8 Yrs,Not disclosed,"Pune, Bangalore Rural, Mumbai (All Areas)",,,"EDC,Veeva,Edc Programming,Program,Top,Programming,Brand,Hiring",2 Days Ago,https://www.naukri.com/job-listings-hiring-for-top-brand-for-edc-veeva-programmer-mascot-e-services-pune-bangalore-rural-mumbai-all-areas-4-to-8-years-190424011279,https://www.naukri.com/mascot-e-services-jobs-careers-51170,Hiring For Top Brand For EDC Veeva Programmer Must Have Experience In EDC and Veeva Exp...,"EDC, Veeva, Edc Programming, Program, Top, Programming, Brand, Hiring",
151123005613,Looking For RM - Bancassurance Hyderabad,Care Health Insurance (CHI),0-2 Yrs,2-2.5 Lacs PA,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3.7,1590  Reviews,"General Insurance,Sales,Insurance,Bancassurance Sales,Health Insurance,Life Insurance,RM,Bancassurance",5 Days Ago,https://www.naukri.com/job-listings-looking-for-rm-bancassurance-hyderabad-care-health-insurance-chi-hyderabad-secunderabad-bangalore-bengaluru-0-to-2-years-151123005613,https://www.naukri.com/care-health-insurance-chi-jobs-careers-2234964,C. Qualification / Experience. Any Graduate or Post Graduate 2 to 5 years of relevant e...,"General Insurance, Sales, Insurance, Bancassurance Sales, Health Insurance, Life Insurance, RM, Bancassurance",https://www.naukri.com/hotjobs/images/v3/carehealth_nov22.gif
140624006973,Project Sales- Govt Accounts,Corporate Stalwarts,1-4 Yrs,3-7 Lacs PA,"New Delhi, Pune, Bangalore Rural, Ahmedabad, Chennai, Mumbai (All Areas)",,,"Project Sales,Paint,Government Liaison,PSU,Government Projects,Government Sales,Contractors,Government Relations",1 Day Ago,https://www.naukri.com/job-listings-project-sales-govt-accounts-corporate-stalwarts-new-delhi-pune-bangalore-rural-ahmedabad-chennai-mumbai-all-areas-1-to-4-years-140624006973,https://www.naukri.com/corporate-stalwarts-jobs-careers-750627,"Prepare / negotiate for quotations BE / BTech- Civil, MBA-Marketing, Any graduate [No p...","Project Sales, Paint, Government Liaison, PSU, Government Projects, Government Sales, Contractors, Government Relations",
130624005028,Medical Coder Trainee,UG Training Academy,0-1 Yrs,2-4.5 Lacs PA,"Hyderabad/Secunderabad, Coimbatore, Bengaluru",,,"Life Science,Biotechnology,MBBS,BYNS,Microbiology,Zoology,GNM,BPT",2 Days Ago,https://www.naukri.com/job-listings-medical-coder-trainee-ug-training-academy-hyderabad-secunderabad-coimbatore-bengaluru-0-to-1-years-130624005028,https://www.naukri.com/ug-training-academy-jobs-careers-6156022,Medical coding is the conversion of healthcare diagnosis and procedures into universal ...,"Life Science, Biotechnology, MBBS, BYNS, Microbiology, Zoology, GNM, BPT",
120624905591,Sales Force QE Automation Analysts,IT Services & Consulting,4-7 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune",,,"Sales Force,Java,Sales Cloud,CI/CD,Appium,Selenium Automation,Selenium,Marketing Cloud",3 Days Ago,https://www.naukri.com/job-listings-sales-force-qe-automation-analysts-sunsign-hiring-mumbai-hyderabad-pune-4-to-7-years-120624905591,,The candidate should have at least 2 to 3 years of testing experience in a Salesforce p...,"Sales Force, Java, Sales Cloud, CI/CD, Appium, Selenium Automation, Selenium, Marketing Cloud",
120624012656,Oracle CPQ Technical Consultant,Prodcon tech services,7-12 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",,,"BML,BMQL,Oracle Cpq,integrations,Oracle,Consulting,Technical,Integration",3 Days Ago,https://www.naukri.com/job-listings-oracle-cpq-technical-consultant-prodcon-tech-services-pune-bengaluru-mumbai-all-areas-7-to-12-years-120624012656,,. : . Job Type - Permanent / Full Time Preferred Location:-,"BML, BMQL, Oracle Cpq, integrations, Oracle, Consulting, Technical, Integration",https://img.naukri.com/logo_images/v3/26685.gif
120624007303,Product Owner,Worldline,6-11 Yrs,18-33 Lacs PA,"Hybrid - Pune, Bangalore Rural, Mumbai (All Areas)",4.0,157  Reviews,"Front End Development,Software Development,Product Owner,Frontend Development,End,Development,Software,Front end",3 Days Ago,https://www.naukri.com/job-listings-product-owner-worldline-pune-bangalore-rural-mumbai-all-areas-6-to-11-years-120624007303,https://www.naukri.com/worldline-jobs-careers-19036,In practice this means: . University degree (master / bachelor) in computer science or ...,"Front End Development, Software Development, Product Owner, Frontend Development, End, Development, Software, Front end",https://img.naukri.com/logo_images/v3/19036.gif
120624005853,GCP + Python - Multiple Positions Available!,Top MNC,5-10 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",,,"GCP,Google Cloud Platforms,Python,Django,Flask,Positioning,Cloud Platforms,Cloud",3 Days Ago,https://www.naukri.com/job-listings-gcp-python-multiple-positions-available-mississippi-consultants-pune-bengaluru-mumbai-all-areas-5-to-10-years-120624005853,,"GCP, Python, Django (Strong GCP services experience)","GCP, Google Cloud Platforms, Python, Django, Flask, Positioning, Cloud Platforms, Cloud",
110624010238,Flutter Developer,Accion Labs,4-8 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",3.8,359  Reviews,"Mobile Development,Flutter,Android,Dart,Kotlin,Development,Flutter Development",4 Days Ago,https://www.naukri.com/job-listings-flutter-developer-accion-labs-pune-bengaluru-mumbai-all-areas-4-to-8-years-110624010238,https://www.naukri.com/accion-labs-jobs-careers-963514,"Dear Candidate, Greetings from Accion Labs !!!We are hiring for Flutter DeveloperLocati...","Mobile Development, Flutter, Android, Dart, Kotlin, Development, Flutter Development",https://img.naukimg.com/logo_images/groups/v1/897214.gif
110624006380,Architect,Ltimindtree,12-22 Yrs,25-40 Lacs PA,"Hybrid - Pune, Bangalore Rural, Mumbai (All Areas)",3.6,8322  Reviews,"Data Science,Architecture,Aiml,Architecting,Deep Learning,Machine Learning,Science,Machine",4 Days Ago,https://www.naukri.com/job-listings-architect-ltimindtree-pune-bangalore-rural-mumbai-all-areas-12-to-22-years-110624006380,https://www.naukri.com/ltimindtree-jobs-careers-63124,"Extensive experience in project lifecycle, application design & architecture, documenta...","Data Science, Architecture, Aiml, Architecting, Deep Learning, Machine Learning, Science, Machine",https://img.naukimg.com/logo_images/groups/v1/7519247.gif
100624003751,Group Life /Group Benefit domain-QA Analyst,Ltimindtree,5-8 Yrs,"50,000-2 Lacs PA","Hybrid - Pune, Bangalore Rural, Mumbai (All Areas)",3.6,8322  Reviews,"QA Testing,Automation Framework,Cots Products,Manual Testing,Functional Testing,Benefits,Software testing,Framework",5 Days Ago,https://www.naukri.com/job-listings-group-life-group-benefit-domain-qa-analyst-ltimindtree-pune-bangalore-rural-mumbai-all-areas-5-to-8-years-100624003751,https://www.naukri.com/ltimindtree-jobs-careers-63124,QA Analyst will need to communicate with client and team members to achieve delivery go...,"QA Testing, Automation Framework, Cots Products, Manual Testing, Functional Testing, Benefits, Software testing, Framework",https://img.naukimg.com/logo_images/groups/v1/7519247.gif
080624006473,SAP Onesource,leading MNC,7-11 Yrs,10-16 Lacs PA,"Pune, Bangalore Rural, Mumbai (All Areas)",,,"Field to Field Mappings,LOTS,Transeditors,Transactional Data,Custom Rule,ERP Tax Code Mappings,Proxy Call,COUPA",7 Days Ago,https://www.naukri.com/job-listings-sap-onesource-logic-planet-pune-bangalore-rural-mumbai-all-areas-7-to-11-years-080624006473,,"Role & responsibilities  Exposure on One Source [ERP Tax Code Mappings, Company Code, T...","Field to Field Mappings, LOTS, Transeditors, Transactional Data, Custom Rule, ERP Tax Code Mappings, Proxy Call, COUPA",https://img.naukimg.com/logo_images/groups/v1/4672331.gif
080524007451,Project Engineer / Senior Project Engineer /Project Lead,Sarla Advantech,3-8 Yrs,Not disclosed,"Pune, Bangalore Rural, Mumbai (All Areas)",4.1,91  Reviews,"Protection Relay,Substation Automation,Siprotec,Project leading,Relays,Project,Project engineering,Substation",5 Days Ago,https://www.naukri.com/job-listings-project-engineer-senior-project-engineer-project-lead-sarla-advantech-pune-bangalore-rural-mumbai-all-areas-3-to-8-years-080524007451,https://www.naukri.com/sarla-advantech-jobs-careers-177003,"Education : Graduate / Diploma Skills Required : Siemens Protection Relay, DiGsi, Sipro...","Protection Relay, Substation Automation, Siprotec, Project leading, Relays, Project, Project engineering, Substation",https://img.naukimg.com/logo_images/groups/v1/4627571.gif
070624006195,Hcm Technical Consultant,Birlasoft,8-11 Yrs,9-19 Lacs PA,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",3.8,2416  Reviews,"HCM,Oracle Hcm,Hcm Modules,Technical,Oracle,Consulting",8 Days Ago,https://www.naukri.com/job-listings-hcm-technical-consultant-birlasoft-pune-bengaluru-mumbai-all-areas-8-to-11-years-070624006195,https://www.naukri.com/birlasoft-jobs-careers-152,Should have a total of at least 8+ Years of IT experience with a minimum of 5+ years of...,"HCM, Oracle Hcm, Hcm Modules, Technical, Oracle, Consulting",https://img.naukimg.com/logo_images/groups/v1/219806.gif
060624007019,"BSC Global: Marketing ,Inside Sales Immediate Hiring",BSC Global,0-5 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru, Mumbai (All Areas)",4.0,29  Reviews,"Online Marketing,Digital Marketing,Business Development,Market Research,Marketing,Lead Generation,Inside Sales,Online Lead Generation",9 Days Ago,https://www.naukri.com/job-listings-bsc-global-marketing-inside-sales-immediate-hiring-bsc-global-pune-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-060624007019,https://www.naukri.com/bsc-global-jobs-careers-34238,The candidate is required to approach prospective clients with the aim of propelling th...,"Online Marketing, Digital Marketing, Business Development, Market Research, Marketing, Lead Generation, Inside Sales, Online Lead Generation",https://img.naukimg.com/logo_images/groups/v1/4014110.gif
060624000153,Power Bi Developer,Xoriant,5-10 Yrs,Not disclosed,"Pune, Bengaluru, Mumbai (All Areas)",3.9,1398  Reviews,"Power BI,SQL Server,SSAS,Microsoft Power Bi,SSRS,Microsoft,SSIS,SQL Scripting",9 Days Ago,https://www.naukri.com/job-listings-power-bi-developer-xoriant-pune-bengaluru-mumbai-all-areas-5-to-10-years-060624000153,https://www.naukri.com/xoriant-jobs-careers-71554,Role & responsibilities Experience in data preparation and data warehousing projectsExp...,"Power BI, SQL Server, SSAS, Microsoft Power Bi, SSRS, Microsoft, SSIS, SQL Scripting",https://www.naukri.com/hotjobs/images/v3/Xoriant_Dec23.gif
120624013233,Sql Developer,Ltimindtree,5-8 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Mumbai (All Areas)",3.6,8322  Reviews,"Power Bi,SQL Development,SQL Server,Server,Bi,Development,SQL,Serv",3 Days Ago,https://www.naukri.com/job-listings-sql-developer-ltimindtree-pune-chennai-mumbai-all-areas-5-to-8-years-120624013233,https://www.naukri.com/ltimindtree-jobs-careers-63124,SQL developer with deep knowledge of procs - MUST Experience:-5+ years. Good in compari...,"Power Bi, SQL Development, SQL Server, Server, Bi, Development, SQL, Serv",https://img.naukimg.com/logo_images/groups/v1/7519247.gif
